245;blood_head
244;blood_head2
243;blood_hit
242;blood_hit_sword
241;blood_leg_arm
240;body_fall
239;body0
238;body1
237;body2
236;body3
235;box_die
234;box_hor
233;box_ver1
232;box_ver2
231;box_ver3
230;capsule_hit1
229;capsule_hit2
228;chat
227;coolbuddy2
226;corvett_die
225;crash_death1
224;crash_enemy_down1
223;crash_enemy_down2
222;crash_enemy_down3
221;crash_enemy_spotted1
220;crash_enemy_spotted2
219;crash_enemy_spotted3
218;crash_hurt1
217;crash_hurt2
216;crash_hurt3
215;crash_out_of_hp
214;drone_die
213;drone_hurt
212;enemy_alert
211;enemy_die_1
210;enemy_die_2
209;enemy_die_3
208;enemy_die_4
207;enemy_die1
206;enemy_hurt_1
205;enemy_hurt_2
204;enemy_hurt_3
203;enemy_hurt1
202;explode_underwater
201;explode1
200;explode2
199;f_death1
198;f_death2
197;f_death3
196;f_pain2
195;f_pain3
194;f_pain4
193;f_welcome1
192;fail_shot
191;fp_death1
190;fp_death2
189;fp_death3
188;fp_pain2
187;fp_pain3
186;fp_pain4
185;fp_welcome1
184;g_death1
183;g_death2
182;g_death3
181;g_pain1
180;g_pain2
179;g_pain3
178;g_welcome1
177;glass1
176;glass2
175;gravitator2
174;grenade
173;grenade_act
172;wea_gl
171;s_gun_rayrifle
170;hero_death1
169;hero_death2
168;hero_pain1
167;hero_pain2
166;hero_pain3
165;hero_pain4
164;hero_welcome1
163;hero_welcome2
162;hero_welcome3
161;hint_appear
160;hint_disappear
159;s_info
158;s_info_act
157;s_info_off
156;gameplay_song
155;last_teleport
154;marine_alert
153;marine_alert2
152;marine_alert3
151;marine_alert4
150;marine_death1
149;marine_death2
148;marine_death3
147;marine_dying
146;marine_hurt1
145;marine_hurt2
144;marine_hurt3
143;metal_gib
142;metal_hit
141;metal_hor
140;metal_ver1
139;metal_ver2
138;metal_ver3
137;mission_done
136;nade_throw
135;noir_die
134;noir_hurt1
133;noir_hurt2
132;main_song
131;plasma_explosion
130;portnade_act2
129;portnade_explode
128;wea_railgun
127;rl_reload
126;robo_bug_hit
125;robo_bug_jump
124;robo_bug_launch
123;robo_step1
122;robo_step2
121;robo_step3
120;robo_step4
119;wea_rocket_launch
118;reload
117;ship_explosion
116;ship_incoming
115;shnade_act
114;shnade_explode
113;shnade_hit
112;shnade_hit_low
111;shnade_offline
110;slicer_alert
109;slicer_die
108;slow_down
107;slow_up
106;steel_hard
105;steel_hor
104;steel_low
103;steel_med
102;step1
101;step2
100;step3
99;step4
98;t_door1_start
97;t_door1_stop
96;t_switch_denied
95;t_switch1
94;t_switch2
93;team_switch
92;teleport_spawn
91;test_sound
90;usurpation_alert
89;usurpation_death2
88;usurpation_death3
87;usurpation_dying
86;usurpation_hurt
85;wea_vehcannon
84;walker_die
83;walker_phase1
82;walker_phase2
81;walker_step
80;water_splash1
79;water_splash2
78;water_splash3
77;wea_apistol
76;wea_defibrillator
75;wea_energy
74;wea_evil_shot
73;wea_impulse
72;wea_mingun
71;wea_mingun2
70;wea_plasmagun
69;wea_pistol
68;wea_pistol2
67;wea_rail_alt
66;wea_real_rifle
65;wea_real_shotgun
64;wea_real_shotgun_r
63;wea_rifle
62;wea_rifle_alt
61;wea_shotgun
60;wea_shotgun_alt
59;wea_sniper
58;wea_vehminigun
57;wea1
56;wea2
55;wea_pickup
54;hp_dead
53;hp_warn
1197;pb2_re34_fla.menu_button_37
1193;pb2_re34_fla.btn_blink_38
1187;pb2_re34_fla.main_troopscopy_33
1482;pb2_re34_fla.new_active_94
1475;pb2_re34_fla.Symbol21_90
1639;pb2_re34_fla.Symbol42_133
